bho,hin,removal_reasons
"एगो ट्वीट संदेश में प्रधानमंत्री कहलन कि ऊ आ देशवासी एक बेर फेरु रेडियो का जरिये सकारात्मकता आ उत्साह साझा करीहें, 130 करोड़ भारतीयन के सामूहिक ताकत के प्रदर्शन करीहें।","एक ट्वीट संदेश में, प्रधान मंत्री ने कहा कि वह और देशवासी एक बार फिर रेडियो के माध्यम से सकारात्मकता और उत्साह साझा करेंगे, 130 करोड़ भारतीयों की सामूहिक शक्ति का प्रदर्शन करेंगे",true_duplicate
प्रधानमंत्री कहलन कि ऊ विचार आदान प्रदान के बड़हन संभावना देखत बाड़न.,प्रधानमंत्री ने कहा कि वह विचारों के व्यापक आदान-प्रदान की आशा करते हैं,true_duplicate
लोग एस एम एस के जरिए दिहल गइल लिंक पर एगो नौ दू दू नंबर पर मिस कॉल के आपन सुझाव सीधे प्रधानमंत्री के भेज सकेला।,लोग एसएमएस द्वारा दिए गए लिंक पर एक नौ दो दो नंबर पर मिस्ड कॉल करके अपने सुझाव सीधे प्रधानमंत्री को भेज सकते हैं,true_duplicate
लोग एस एम एस के जरिए दिहल गइल लिंक पर एगो नौ दू दू नंबर पर मिस कॉल के आपन सुझाव सीधे प्रधानमंत्री के भेज सकेला।,लोग एसएमएस द्वारा दिए गए लिंक पर एक नौ दो दो नंबर पर मिस्ड कॉल करके अपने सुझाव सीधे प्रधानमंत्री को भेज सकते हैं,true_duplicate
प्रधानमंत्री का रूप में नरेन्द्र मोदी के दुसरका कार्यकाल में 'मन की बात' के ई पहिला संस्करण होखी।,प्रधानमंत्री के रूप में नरेंद्र मोदी के दूसरे कार्यकाल पर मन की बात का यह पहला संस्करण होगा,true_duplicate
घवाहिलन के इलाज खातिर अस्पताल में भरती करावल गइल बा.,घायलों को इलाज के लिए अस्पताल में भर्ती कराया गया है,true_duplicate
नेपाल में भारी बरखा का चलते आइल बाढ़ आ भूस्खलना से मरे वालन के गिनिती बढ़ गइल बा.,नेपाल में भारी बारिश के कारण आई बाढ़ और भूस्खलन से मरने वालों की संख्या बढ़ गई है,true_duplicate
"श्री मोदी एगो ट्वीट में कहलें, ""इ बार के 'मन की बात' खास बा काहे कि ई कार्यक्रम के 50वां कड़ी होखी।","श्री मोदी ने एक ट्वीट में कहा, ""इस बार की मन की बात विशेष है क्योंकि यह कार्यक्रम का 50वां एपिसोड होगा""",true_duplicate
कहलन कि एह कार्यक्रम ला लोग के सुझाव पर विचार करे में उनुका खुशी होखीहें.,उन्होंने कहा कि कार्यक्रम के लिए लोगों के सुझावों पर विचार करना उनके लिए सुखद होगा,true_duplicate
श्री मोदी कहलन कि 'मन की बात' कार्यक्रम खातिर लोग टोल-फ्री नंबर एक आठ सुन सुन एके सात आठ सुन सुन आ mygov. in पर आपन विचार भेज सकत बा।,श्री मोदी ने कहा कि मन की बात कार्यक्रम के लिए लोग टोल फ्री नंबर एक आठ सुन्न सुन्न एक एक सात आठ सुन्न सुन्न और mygov.in पर अपने विचार भेज सकते हैं.,true_duplicate
प्रधानमंत्री नरेन्द्र मोदी एह महीना के 25 तारीख के आकाशवाणी पर 'मन की बात' कार्यक्रम में देश विदेश के लोगन से आपन विचार साझा करीहें।,प्रधानमंत्री नरेंद्र मोदी इस महीने की 25 तारीख को आकाशवाणी पर मन की बात कार्यक्रम में देश-विदेश के लोगों के साथ अपने विचार साझा करेंगे,true_duplicate
"श्री मोदी एगो ट्वीट में कहलें, ""इ बार के 'मन की बात' खास बा काहे कि ई कार्यक्रम के 50वां कड़ी होखी।","श्री मोदी ने एक ट्वीट में कहा, ""इस बार की मन की बात विशेष है क्योंकि यह कार्यक्रम का 50वां एपिसोड होगा""",true_duplicate
कहलन कि एह कार्यक्रम ला लोग के सुझाव पर विचार करे में उनुका खुशी होखीहें.,उन्होंने कहा कि कार्यक्रम के लिए लोगों के सुझावों पर विचार करना उनके लिए सुखद होगा,true_duplicate
एक नौ दू दू पर मिस कॉल कर के एसएसएस के दिहल लिंक से सीधा प्रधानमंत्री के सुझाव भेजल जा सकेला।,एक नौ दो दो पर मिस्ड कॉल करके एसएसएस द्वारा दिए गए लिंक से सीधे प्रधानमंत्री को सुझाव भेजे जा सकते हैं,true_duplicate
उ लोगन से नरेन्द्र मोदी मोबाइल एप पर आपन विचार भेजे के कहले।,उन्होंने लोगों से नरेंद्र मोदी मोबाइल ऐप पर अपने विचार भेजने को कहा,true_duplicate
एक नौ दू दू पर मिस कॉल कर के एसएमएस के जरिए दिहल गइल लिंक से सीधा प्रधानमंत्री के सुझाव भेजल जा सकेला।,एक नौ दो दो पर मिस्ड कॉल करके एसएमएस द्वारा दिए गए लिंक से सीधे प्रधानमंत्री को सुझाव भेजे जा सकते हैं,true_duplicate
घवाहिलन के इलाज खातिर जिला अस्पताल में भरती करावल गइल बा.,घायलों को इलाज के लिए जिला अस्पताल में भर्ती कराया गया है,true_duplicate
मुख्य अभियुक्त योगेशराज अबहीं फरार बाड़े.,मुख्य आरोपी योगेश राज अभी भी फरार है,true_duplicate
एकरा के आकाशवाणी आ दूरदर्शन के सजजो नेटवर्क पर प्रसारित कइल जाई।,इसका प्रसारण आकाशवाणी और दूरदर्शन के सज्जो नेटवर्क पर किया जाएगा,true_duplicate
सुशील चंद्र तिवारी एयरवेज न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
घाटी के कुछ टेलिफोन लाइन पर लगावल प्रतिबंध 17 अगस्त के हटा दिहल गइल आ लैंडलाइन सर्विसितंबर से चालू हो गइल बा।,घाटी में कुछ टेलीफोन लाइनों पर प्रतिबंध 17 अगस्त को हटा लिया गया था और लैंडलाइन सेवाएं सितंबर से चालू हैं,true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
आजु आयुर्वेद क संस्थापक भगवान धन्वन्तरी क जन्म दिन भी बा।,आज आयुर्वेद के प्रणेता भगवान धन्वंतरि की जयंती भी है,true_duplicate
एह अवसर पर हमनी के धन के साथे-साथे अच्छा स्वास्थ्य प्राप्त करे के संकल्प लेबे के चाहीं ताकि एगो स्वस्थ आ समृद्ध समाज के निर्माण हो सके।,इस अवसर पर हमें धन के साथ अच्छा स्वास्थ्य पाने का संकल्प लेना चाहिए ताकि एक स्वस्थ एवं समृद्ध समाज का निर्माण हो सके,true_duplicate
हनुमान जयन्ती पर आजु बड़हन संख्या में भक्तन के दर्शन पूजन बनारस के संकट मोचन मंदिर में हो रहल बा।,हनुमान जयंती पर आज वाराणसी के संकटमोचन मंदिर में बड़ी संख्या में श्रद्धालु दर्शन पूजन कर रहे हैं,true_duplicate
दीपावली के चौथा तिहुआर अन्नकूट आजु पूरा प्रदेश में धूमधाम से मनावल जा रहल बा।,दिवाली का चौथा त्योहार अन्नकूट आज पूरे प्रदेश में हर्षोल्लास के माहौल में मनाया जा रहा है,true_duplicate
श्रद्धालु लोगिरिराज के दूध देके अभिषेक कइल।,श्रद्धालुओं ने गिरिराज का दूध से अभिषेक किया,true_duplicate
अर्घादान कइला के बाद व्रती लोग लोगन में प्रसाद बाँटल आ आपन व्रत पूरा कइल।,अर्घा देने के बाद व्रतियों ने लोगों के बीच प्रसाद बांटा और अपना व्रत पूरा किया,true_duplicate
"छठ पर्व के लेके पूरा राज्य मे, खास के पूर्वी उत्तर प्रदेश मे बहुत उत्साह रहल।","छठ पर्व को लेकर पूरे राज्य में, खासकर पूर्वी उत्तर प्रदेश में भारी उत्साह रहा",true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
कई जिलन में जगह पर क्रिसमस मेला आयोजित कइल गइल बा।,कई जिलों में जगह-जगह क्रिसमस मेले का आयोजन किया गया है,true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
One Nine to Two एगो मिस कॉल या SMS से मिलल लिंके सुझाव दे सकेला,वन नाइन टू टू मिस्ड कॉल या एसएमएस से प्राप्त लिंक पर सुझाव दे सकते हैं,true_duplicate
ई सुझाव एह महीना के 28 तारीख ले दिहल जा सकत बा।,ये सुझाव इस महीने की 28 तारीख तक दिए जा सकते हैं,true_duplicate
एम एस यादव एयरवेज न्यूज लखनऊ,एमएस यादव आकाशवाणी समाचार लखनऊ,true_duplicate
One Nine to Two एगो मिस कॉल या SMS से मिलल लिंके सुझाव दे सकेला,वन नाइन टू टू मिस्ड कॉल या एसएमएस से प्राप्त लिंक पर सुझाव दे सकते हैं,true_duplicate
ई सुझाव एह महीना के 28 तारीख ले दिहल जा सकत बा।,ये सुझाव इस महीने की 28 तारीख तक दिए जा सकते हैं,true_duplicate
प्रधानमंत्री नरेन्द्र मोदी सुबह ११ बजे आकाशवाणी प 'मन की बात' कार्यक्रम में देश विदेश के लोग के साथे आपन विचार साझा करीहें।,प्रधानमंत्री नरेंद्र मोदी सुबह 11 बजे आकाशवाणी पर मन की बात कार्यक्रम में देश-विदेश के लोगों के साथ अपने विचार साझा करेंगे,true_duplicate
